,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
8090,158,5,37,66230.63,7.477674,11,0,1,39.97152,137.4392,3710.1753310000004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8091,10810,0,19,15231.39,12.29465,15,3,1,64.87595999999999,240.1149,5989.298293,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
8092,271,1,50,22476.44,15.340810000000001,7,2,0,50.53589,172.4733,4580.3001460000005,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
8093,14684,0,21,25888.53,5.448102,12,1,0,60.95525,149.9741,5739.842827,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
8094,321,3,76,41753.09,7.838764,18,2,0,67.21909000000001,265.1283,6255.953775,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
8095,6508,8,54,18124.5,8.946399000000001,10,0,0,48.87162,152.4884,4648.662738,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
8096,3876,4,62,43293.26,11.510069999999999,13,1,0,70.28113,127.4958,5998.410517,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
8097,10045,4,22,8214.65,8.549542,12,3,1,47.16189,172.4624,4464.887759,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
8098,4489,5,83,28019.03,8.312154,15,1,1,65.2185,129.9483,5998.804193999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
8099,4646,2,51,34919.71,12.52796,10,0,0,39.70805,187.4811,4290.116592,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0
8100,26863,1,72,19056.07,8.898543,10,0,0,66.33851999999999,204.9634,5883.826226,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0
8101,370,3,84,16602.2,11.43794,10,1,0,58.2471,247.6647,5856.498648,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0
8102,0,1,44,22549.82,10.97136,19,1,1,68.4249,117.4392,6308.988621,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8103,19361,3,40,17078.58,8.935074,10,1,0,61.164719999999996,129.9621,5826.881326,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8104,31859,0,68,59261.2,9.279997999999999,10,1,0,59.9106,159.9476,5572.923221999999,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8105,7234,0,35,3938.24,1.896422,12,1,0,55.24136,117.47200000000001,4818.30969,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
8106,42522,0,71,13824.18,9.169502,13,1,0,67.69161,194.9882,5947.5019219999995,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0
8107,1337,3,48,46769.27,16.424120000000002,11,2,1,59.0652,147.4783,5081.322485000001,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
8108,3408,4,89,34534.92,8.571698,13,1,0,62.580009999999994,182.4538,5390.61261,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0
8109,5515,7,24,19228.8,14.403070000000001,11,0,1,69.0717,162.5299,6286.518729,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
8110,4269,6,61,37028.57,11.84676,11,1,2,68.55020999999999,137.4616,6014.752174,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
8111,63,1,75,4522.89,7.256689,15,1,1,69.06918,175.1331,6108.111467000001,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
8112,1319,3,84,7878.24,12.02012,8,0,0,53.891740000000006,159.9349,4729.092575,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
8113,6638,0,64,83910.59,11.168560000000001,11,1,0,60.1541,124.9643,4882.901543,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
8114,9152,1,46,20327.16,11.27511,13,3,0,53.79108000000001,112.4551,4529.292662,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8115,3817,1,73,14181.4,9.847624,12,2,1,57.163669999999996,265.1283,5333.247037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
8116,27818,1,69,84009.73,8.520277,10,0,0,63.71108,242.6326,5788.852546,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1
8117,635,6,61,68395.96,13.886529999999999,19,1,0,64.62702,162.4538,6172.259045000001,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
8118,1973,1,38,33780.14,9.622541,14,0,0,50.02645,240.1149,4693.998061,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
8119,70199,1,22,16804.27,8.484100999999999,11,2,0,58.08951999999999,137.4392,5073.712257,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8120,4127,4,85,66183.72,9.302147999999999,13,1,1,70.67844000000001,245.1457,6553.877499,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1
8121,46,1,86,7564.31,9.193075,10,1,0,69.6864,149.9483,5865.479279,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
8122,7015,1,87,27615.28,12.153089999999999,9,2,0,70.74838000000001,117.4835,5936.910583,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0
8123,11582,4,26,50930.19,6.947436,10,0,0,64.07652,230.1051,5998.967482999999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
8124,796,4,32,42635.51,7.974716,12,0,1,41.6814,187.6094,4463.792034,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
8125,7350,6,31,12734.05,7.048181,11,1,0,68.51142,204.96099999999998,6257.08697,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0
8126,487,2,41,58162.66,14.78396,15,1,0,61.60969,187.6422,5596.424346,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
8127,4839,1,52,28613.3,11.512310000000001,20,1,1,55.398540000000004,242.6143,5114.6370990000005,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
8128,133,1,65,42953.62,15.44335,12,3,0,71.77654,240.1149,6434.683847,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8129,0,1,24,85647.87,10.33234,11,0,0,71.88568000000001,149.9621,6282.728539,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
8130,96436,4,52,58120.56,10.53777,6,1,0,71.44783000000001,172.5104,6203.0679039999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1
8131,3709,6,81,24835.35,8.191163000000001,10,0,0,67.99043,207.4811,6218.7988,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
8132,19735,4,79,113254.1,11.004489999999999,19,2,0,63.257540000000006,149.9621,5487.786212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
8133,110,8,71,29226.84,7.627174,15,1,0,49.395340000000004,165.0182,4652.792551,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1
8134,6986,0,30,26412.67,11.05068,14,1,0,55.63139,149.9483,4819.60719,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1
8135,12683,7,25,61257.0,10.85703,13,1,0,71.12548000000001,159.983,6386.6542549999995,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
8136,1267,2,31,44622.42,8.627751,15,1,1,63.48369,152.4798,5677.324438000001,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
8137,2564,1,43,65548.03,10.05475,15,2,0,65.13371,129.9483,5999.863942,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8138,0,0,30,117867.2,12.96924,16,0,1,71.48940999999999,137.4684,6233.661239999999,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
8139,111850,5,36,23994.35,11.73898,12,1,0,44.031420000000004,242.6106,4839.958124,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0
8140,98,1,39,23441.22,9.44465,12,0,0,60.77973000000001,200.1185,5917.686828,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
8141,988,7,32,61649.66,11.75848,10,1,0,60.06981,152.4555,5934.44869,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
8142,1756,4,65,11404.4,8.264892999999999,14,0,0,65.61856,169.9447,5761.002305,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
8143,21218,0,70,25213.39,10.63561,10,1,0,65.25094,212.6415,6236.771039,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1
8144,1066,3,40,25977.73,9.523458,10,1,0,53.195769999999996,182.49,4890.236009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
8145,30010,0,27,43778.76,7.779153,7,0,1,54.55457,162.4713,4826.3573,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0
8146,133,10,86,6550.77,12.37071,14,0,0,69.66502,92.45514,6307.0935899999995,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8147,39221,4,45,51257.19,7.21347,14,0,0,43.51853,79.97886,3783.2145530000003,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
8148,4179,1,89,68319.38,4.399685,15,2,1,69.60418,134.9509,5695.706857,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
8149,9827,2,75,1785.94,15.1958,13,0,0,70.66353000000001,230.1051,6316.470196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
8150,1907,7,31,30153.27,11.59084,10,0,0,55.313990000000004,242.6143,5408.322311,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0
8151,5490,0,35,15393.51,11.82966,15,3,1,59.8036,172.4555,5273.813486999999,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
8152,177,2,87,28749.22,13.88509,6,1,1,44.59709,137.4392,3832.898347,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
8153,737,0,86,35557.53,12.25736,10,1,0,63.30112,162.4608,5816.619375,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
8154,26838,1,69,21963.27,5.218632,18,1,1,65.66053000000001,202.6362,6294.452513,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0
8155,674,1,89,22049.22,8.332089,12,1,2,69.59174,204.9496,6013.828131,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0
8156,346,3,21,31881.36,9.900113000000001,17,1,0,56.828419999999994,267.6427,6012.6506,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
8157,4483,1,56,126024.3,14.114629999999998,15,2,0,65.79101999999999,142.4993,5894.676109,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
8158,21854,0,65,31896.6,9.627499,10,0,1,64.82387,212.6415,6265.224971,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1
8159,885,1,22,10588.62,10.43871,10,4,0,64.64639,257.6549,6178.148263,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
8160,27457,0,32,6636.93,7.513758,12,4,0,57.66137,182.4608,5118.061873,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
8161,678,1,74,14396.37,10.784189999999999,18,2,0,65.2908,149.9776,5616.608150999999,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
8162,11850,2,73,45926.27,6.594636,13,1,1,61.066930000000006,162.4538,5671.017164,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
8163,1256,9,86,55361.14,7.1106110000000005,13,0,1,57.43476,210.127,5440.228336,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0
8164,1458,1,55,73186.39,7.861611999999999,8,1,0,70.87198000000001,127.4738,6491.9874119999995,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
8165,181,0,72,51574.81,11.20429,8,3,2,70.38624,187.6094,6608.57453,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
8166,200,2,53,33653.85,15.68123,12,1,2,56.191790000000005,147.4601,4832.149028,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
8167,2084,8,51,9255.14,6.751561,15,1,0,46.12924,182.4653,4325.145663,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0
8168,9357,3,78,12430.83,10.20077,13,0,0,68.79253,162.447,6304.333517,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
8169,3357,3,53,31757.09,10.46515,10,1,1,56.36816999999999,182.4538,4968.873697999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
8170,1990,1,39,18234.2,6.499849,12,0,0,69.61652,167.4564,6014.886274,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
8171,308,5,86,85549.31,7.009923,9,3,0,40.735409999999995,152.4441,4123.921101,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
8172,2640,1,71,92095.69,5.822048000000001,17,0,0,60.978469999999994,219.9902,5480.386536999999,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
8173,505,2,58,126805.9,10.362119999999999,17,0,0,56.97428000000001,149.9913,5052.181985,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
8174,18937,3,34,46502.45,8.786155,11,2,0,69.70038000000001,242.6281,6534.959838000001,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0
8175,1986,5,48,36405.73,7.223478,11,1,0,43.18342,117.4858,4022.432118,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
8176,2393,2,64,16652.32,4.5412550000000005,8,0,1,45.72582,127.4586,4094.782683,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
8177,16882,0,27,29935.05,9.663191000000001,7,2,0,59.52332,92.45514,5443.98404,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8178,360,2,30,71002.71,9.994273,15,0,1,63.89833,159.9794,6105.282771,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
8179,14279,0,84,146536.7,10.1879,11,3,0,64.49464,172.4705,5981.217807999999,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
8180,18745,0,70,78356.31,3.338743,14,0,1,63.60495,204.9634,5588.56191,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0
8181,2106,2,74,12001.77,10.32568,13,0,0,71.023,162.4653,6518.264091,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0
8182,481,1,76,61256.1,10.13592,8,3,1,56.03541,149.9915,4869.168543,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
8183,2520,0,85,22211.67,9.321006,9,4,0,64.11367,200.1465,5760.636041,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
8184,35124,3,49,25777.72,12.38301,19,0,0,67.63205,202.65,6711.0136489999995,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
8185,3826,0,52,25046.32,10.95526,11,3,0,70.03794,137.4872,5817.251946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
8186,51003,0,75,19565.53,9.06452,13,0,0,55.09556,127.4586,4717.831195000001,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
8187,30762,10,88,1469.25,6.911289999999999,14,2,0,39.27244,172.4567,4046.188443,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
8188,370,4,62,32735.23,11.703439999999999,10,1,1,43.99275,140.0013,4329.842925999999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1
8189,203,1,68,29434.53,7.330071,16,1,0,69.25731,149.9483,5842.282612,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
8190,1121,2,65,29315.85,7.238963,14,0,1,67.27889,232.6707,6139.3558649999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0
8191,1706,3,84,36752.22,2.6377029999999997,18,3,0,56.56411,127.4958,4771.553025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
8192,42116,1,55,9183.89,7.74027,13,0,1,69.40052,164.9715,6457.28774,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0
8193,1238,2,80,11602.24,8.634478999999999,14,0,0,55.72308,107.48200000000001,5099.928127,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
8194,676,5,36,24779.5,0.09974694,11,1,1,64.79115,152.5104,6236.657026,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0
8195,1766,0,47,11185.44,12.78383,10,0,0,66.7439,194.9699,5899.695132,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1
8196,17999,1,33,12908.92,9.530064999999999,8,1,0,60.81814,245.132,5696.204344,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0
8197,148,0,24,26774.77,8.727337,14,0,0,68.03889000000001,144.9607,5727.737286,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
8198,1640,4,34,38674.95,8.523796,14,1,0,62.71338000000001,169.9378,5645.734587,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
8199,398,1,25,60460.44,9.764736,15,1,0,52.11755,252.6378,4993.106421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1
8200,1280,3,59,68057.33,7.711873,13,2,1,49.67473,169.9741,4369.813214,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
8201,12768,1,35,27361.32,10.275319999999999,9,1,0,56.78051,134.9509,4904.294892,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
8202,982,1,34,64687.11,8.01575,12,1,0,44.97817,149.9447,4445.4979189999995,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
8203,2715,0,36,12197.3,12.03825,12,1,1,57.04063000000001,177.4945,5561.200177000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
8204,16515,1,53,26921.3,9.831078,9,2,1,55.15311,222.6326,5553.582983,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
8205,43208,0,54,53517.26,5.083439,12,0,1,64.44587,184.967,5642.295972999999,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0
8206,1690,1,32,20550.44,15.169279999999999,17,1,1,68.69369,210.1518,6397.46237,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0
8207,42023,3,88,56876.26,10.58255,9,1,2,42.323240000000006,144.9607,3503.174329,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
8208,2454,0,43,64936.87,10.794210000000001,11,0,1,61.0537,94.97283,5509.83864,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8209,2047,0,66,19106.09,12.22463,12,1,1,41.93978,245.1457,4138.249014,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1
8210,21605,0,30,51568.29,7.473136,12,1,0,57.692,152.4798,5144.475146,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0
8211,497,1,65,52729.62,11.38611,9,1,0,60.78096,210.127,5489.928745,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
8212,3736,1,63,18438.94,10.60642,8,3,0,57.6786,124.9607,5195.25021,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
8213,38072,3,28,31547.84,8.546717999999998,14,1,0,63.99474,92.45514,5899.437256,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
8214,17783,1,69,37021.79,9.233657000000001,11,1,1,67.68938,232.6707,6176.145515,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
8215,11188,3,69,95360.44,14.90809,17,0,0,63.79124,220.1323,5842.03594,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1
8216,11123,0,67,18269.73,12.14372,11,0,0,44.40526,114.9976,3757.4524479999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
8217,53142,3,48,23778.28,8.330085,13,0,0,69.66186,235.1372,6856.666584999999,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0
8218,118,1,85,5425.34,8.827268,9,0,0,56.079319999999996,152.4579,5342.1304740000005,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
8219,30768,1,72,19903.1,12.189160000000001,12,3,0,68.6654,217.484,6066.50191,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0
8220,62625,1,52,22058.82,8.81118,11,1,0,56.79773,142.4827,5489.502601,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
8221,254,2,75,4640.91,8.177195,11,4,0,55.04679,235.1555,5588.672503,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
8222,143,1,18,20164.01,8.878152,14,0,0,55.449909999999996,194.9744,5068.172778,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
8223,2319,4,21,33488.35,12.12987,14,2,0,60.7968,255.1417,5851.168447999999,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1
8224,562,1,84,25750.6,11.72749,13,0,0,50.31252,184.9715,4431.737277,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0
8225,7232,10,78,33298.78,6.7213080000000005,11,1,0,66.12623,129.9598,6360.531849,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
