,MonthlyCharge
7928,139.9349
9618,147.4564
2723,159.965
5632,140.0013
8360,162.4676
9104,139.965
1959,159.951231
1275,217.48397200000002
253,159.96558100000001
4385,124.9935
7542,149.9621
8524,230.1344
5536,197.5169
6204,127.4958
4562,167.4564
6870,262.6106
7776,202.65
2793,159.9875
9795,172.4555
2207,172.4733
5451,184.967
7081,152.4742
7670,210.127
6193,202.4433
7035,114.9658
9211,164.9853
5684,275.1198
3824,137.4392
670,162.48269399999998
4599,159.9349
2514,240.1149
6345,172.4579
5264,149.9707
8337,124.9607
1453,147.47384399999999
4258,115.0021
2760,157.4698
9375,232.65200000000002
2772,169.9741
9980,172.4705
107,172.473314
3821,152.4579
1220,172.45674499999998
1513,240.11486800000003
228,232.63780699999998
6750,139.9678
8309,150.0208
8064,197.6288
9921,107.48200000000001
2814,150.0208
7312,190.127
770,212.64145499999998
8704,245.1457
7177,220.1323
5103,184.967
2119,242.6326
4675,114.9728
4137,144.9607
6656,262.6106
2429,179.9476
1960,102.474625
6570,179.9476
6576,172.4555
7474,149.9621
3144,120.0049
1999,150.0208
8444,184.9496
7019,204.96099999999998
8741,257.6549
7937,124.9607
7150,129.9915
4546,162.4538
8711,220.1478
6702,134.9509
9155,184.9785
7184,184.9715
8835,162.4538
3292,204.9634
7453,182.4433
475,129.96209299999998
4147,104.9643
254,190.173699
4095,192.4404
1468,142.515576
5410,172.4742
7925,139.9349
4071,152.5104
5682,127.4586
8759,142.4713
7420,187.4811
4280,144.9607
8675,172.4555
3904,169.9447
3319,104.9781
1628,172.462354
4925,240.1149
370,194.976769
577,124.97808
5104,182.4676
5508,149.9913
4433,169.9447
631,207.609354
5357,139.9512
8774,225.1457
4600,169.9671
4389,167.4847
8660,162.5299
5190,137.4872
9147,162.4653
4864,194.9581
1097,184.98529299999998
2604,202.65
3632,159.965
1912,140.004928
6995,202.4433
829,194.976769
9695,230.1051
6213,164.9889
432,134.950905
222,255.155493
5300,112.4844
2247,149.9707
3796,159.9794
1225,187.49737
8523,207.6094
6093,104.9781
6964,159.965
62,152.45551899999998
2419,152.4884
1607,149.99153
4219,174.99099999999999
4772,150.0208
7310,202.6362
6857,147.4421
7429,202.4433
6783,255.1372
1422,139.93491799999998
9959,162.4526
6595,119.9568
2641,139.9816
6175,94.97283
9323,157.4698
9557,104.9643
5411,204.9634
3934,162.4608
1473,192.48852
9019,127.475
5801,104.9629
279,232.63780699999998
2422,164.967
2408,112.4844
3109,182.497
4024,159.9794
3429,247.6647
1293,174.975543
952,222.649979
4677,235.1591
7365,200.1185
5353,222.6362
5426,210.127
8748,174.9768
8039,222.6362
9601,172.4742
2686,220.1615
1148,202.636202
7858,242.6143
7042,232.6378
4439,182.4833
7616,175.1331
8500,242.6326
2406,144.9607
1982,179.947583
505,242.61063199999998
6532,222.6326
6861,147.4421
2187,174.9581
1564,162.460772
2318,187.65599999999998
3659,129.995
8189,149.9483
9247,275.1336
3498,147.4738
9810,182.4538
636,139.987503
1299,147.442069
8768,149.9621
4421,255.1555
9360,139.9349
6307,92.48801999999999
321,149.977753
3648,162.4689
1801,242.61063199999998
8284,132.5127
3872,159.9349
5551,149.9483
4319,112.4551
132,184.949594
619,147.442069
1810,150.02076399999999
7417,240.1149
5303,194.9699
4101,222.6281
7810,152.4579
5051,137.4872
6191,129.9621
4729,240.1149
6600,162.4526
7058,182.49
4662,127.4738
3631,235.1555
8448,164.9785
4393,235.1591
6479,192.4885
9384,182.447
8134,149.9483
6788,149.9447
3062,152.4624
9541,104.9643
6883,182.4608
940,182.443347
2069,142.4526
4666,129.995
6276,104.9629
9492,235.1417
9617,240.1149
5573,204.9634
4454,175.0211
870,139.93491799999998
2455,162.497
3894,137.4836
3741,252.62400000000002
5133,172.4705
5664,149.9378
2309,179.9476
7554,184.9785
203,127.458638
9885,252.6378
4942,172.4555
3628,139.9861
6665,175.1331
714,112.484375
2521,172.4705
3033,275.1336
3119,225.1457
9321,257.6549
8686,219.9902
4566,159.9476
1117,242.62805699999998
9546,117.4686
1059,172.45674499999998
3087,140.0049
1437,127.44206899999999
9540,164.9853
6621,149.9483
7244,192.4567
5601,235.1591
5338,184.9634
5402,175.0062
3079,169.9378
9010,169.9378
196,139.97923899999998
1748,242.65729100000001
2293,114.9976
1255,104.964303
826,207.481057
7364,255.1336
3699,172.4871
775,149.988989
3734,204.9634
1178,275.119794
8224,184.9715
478,255.137219
3404,237.6549
5138,245.1283
5250,182.4676
3653,107.4958
4003,149.9621
7555,127.4586
7271,169.9671
7033,137.4686
8338,157.4836
9655,159.9476
9039,104.9643
4268,139.9861
9534,160.0122
344,114.983787
7698,187.6422
3112,167.4564
609,172.44043200000002
8714,222.6281
8304,157.4698
3504,124.9781
6615,167.4564
1737,92.455141
4207,139.965
4956,217.4702
6100,102.4746
2665,182.49
789,164.964681
2458,182.4433
7758,149.9915
8961,137.4872
3813,220.1615
5970,132.4798
2952,194.9744
2122,210.127
9724,202.6362
965,139.99788999999998
1474,222.62805699999998
779,194.974431
3685,182.4608
3302,172.4705
5472,130.0064
9090,177.4945
9334,169.9447
417,147.478341
7631,169.9447
964,147.46006699999998
3905,152.4579
4451,147.4564
7868,232.6378
2334,154.9919
5744,112.4844
9875,210.1051
8916,134.9801
5464,265.1283
4093,162.4653
8578,137.4978
8194,152.5104
5043,255.1555
9684,169.9671
7690,144.9607
6481,210.138
1006,207.609354
3225,159.9512
8302,114.9509
947,144.960655
623,140.00128
2160,222.6326
5367,172.4705
5954,162.4538
913,257.63748
8640,127.4738
9503,142.4526
2078,114.9838
1856,144.960655
9352,174.9755
5081,152.4579
4603,160.0013
276,137.439154
8502,184.9797
8881,147.4421
8950,119.9897
597,149.959755
2971,162.4608
4647,147.4421
6333,232.6228
5722,202.4433
6087,152.4441
3607,220.1323
8877,137.4872
1091,182.46760700000002
7095,207.6386
7936,194.9882
3527,232.6228
7695,212.6557
9792,139.965
2440,184.9785
9986,204.96099999999998
1213,157.469817
4432,130.0064
8611,104.9629
8233,129.9598
6966,245.1457
9927,215.1591
6338,117.4872
4904,162.4713
5393,164.967
9458,194.9882
6646,252.6378
3860,192.4705
7661,179.9476
2350,184.9797
7515,117.5152
2340,159.9349
3445,104.9629
1478,149.984492
8449,287.6427
7236,159.965
9037,147.4783
592,207.638588
2613,220.1478
1898,152.45785700000002
6114,159.9476
3720,232.65200000000002
2485,162.4676
9799,152.4742
6766,184.9853
8811,207.4811
1570,137.439154
8682,172.4742
771,172.470522
1895,162.460772
7169,139.9816
323,132.479779
8212,124.9607
8132,149.9621
3678,204.9634
4815,174.9581
286,159.947583
9236,149.9621
8989,190.127
4679,160.0122
6372,137.4684
1913,124.99353700000002
5733,132.466
347,212.64145499999998
3139,177.6508
7671,149.9741
9711,117.4686
9416,152.4579
6999,149.9913
3780,212.6415
7714,104.9643
7658,139.9875
5655,139.9512
5570,210.1518
7124,139.9512
8140,200.1185
4868,142.5007
9275,207.6094
1125,159.965008
9494,117.4835
5062,172.4705
2488,275.1336
82,192.45674499999998
997,152.50901299999998
2471,139.9512
8747,184.9496
9339,174.9768
9059,147.4783
3099,152.4624
5813,182.4433
1845,187.656013
4289,159.9349
7920,147.4738
4717,172.4624
1712,152.466002
8237,175.0062
5020,127.4421
8312,210.127
7693,127.4887
1937,159.98300600000002
2372,192.4885
902,104.962874
9274,255.1665
5899,129.9915
9322,132.466
7028,92.45514
1490,137.46838799999998
463,105.010962
8023,225.1457
158,252.63780699999998
2794,182.447
6364,207.6094
8735,114.9838
3981,150.0208
3748,172.4624
6631,232.6415
6002,172.4579
8218,152.4579
7002,210.1518
137,197.472533
1136,187.481057
8229,149.9741
4770,92.48801999999999
5938,142.4526
6183,210.1518
6490,277.6375
9887,117.5152
8274,124.9935
7886,242.6435
5634,152.4579
9160,112.4844
9530,207.6094
9272,169.9741
7940,210.1051
6919,172.5104
2149,132.466
9016,164.9647
7484,94.97283
2290,194.9581
8142,169.9447
7199,255.1372
7272,129.9926
3001,174.9919
1616,202.443347
9667,79.97886
8738,152.509
5284,124.9643
3337,137.4686
7770,127.4738
4827,194.9663
9632,94.97283
4308,277.6513
9914,149.9778
5686,179.9794
259,232.62402999999998
1329,144.960655
6061,197.4702
9918,194.9768
2564,245.1283
6269,232.6378
3009,169.9928
3802,169.9447
1071,245.14696899999998
7849,252.62400000000002
1618,152.51044199999998
4639,194.9581
7344,149.9621
5124,137.4392
377,139.987503
4265,159.9476
1551,147.45641899999998
4577,172.4441
4161,92.45514
6672,220.1478
4622,137.4836
9908,149.9845
2656,252.6378
6626,124.9643
1338,182.446995
1656,184.96103300000001
8178,159.9794
4552,157.4836
1448,112.455141
5596,265.1283
8924,162.4937
3702,195.0062
7255,139.9349
9314,147.4421
3897,104.9643
5690,159.9512
7108,202.4433
7966,164.9785
9079,130.0064
8328,139.9568
1825,204.96103300000001
1760,194.966286
6182,162.5119
4845,117.47200000000001
7052,127.4958
611,149.96209299999998
7958,209.9931
9969,194.9663
1469,152.466002
9251,147.4893
5874,255.1198
5319,194.9744
7023,237.6549
8930,232.6707
9858,139.9512
6282,169.9447
5143,174.9581
544,245.14696899999998
8657,177.4876
5558,242.6326
9316,222.65
3528,159.9642
762,137.48724199999998
1311,182.460772
4852,139.965
2396,190.1737
1847,147.442069
3961,147.4421
5627,127.4586
6420,159.9349
3803,184.9785
2533,79.97886
8498,200.1323
2261,129.9926
6105,235.1555
9173,94.97283
7791,114.9728
2588,124.9781
5481,92.5018
1407,222.632554
8481,222.6281
7298,162.4538
1138,162.493654
2813,147.5031
7478,152.4624
6172,162.4827
7571,172.4567
6379,225.1457
6719,230.1051
8020,232.62400000000002
3816,225.1457
7844,172.4885
97,187.484705
8490,152.4798
9979,220.1149
1186,127.44206899999999
1576,200.146524
4731,159.983
5945,114.9838
4563,232.6415
54,160.00128
3464,79.97886
9869,165.0182
9660,159.9642
5408,159.9794
1878,172.50340400000002
2546,172.4579
5268,155.0084
3084,124.9935
5577,142.5007
6287,232.6378
4797,164.967
495,220.132293
2274,152.4579
8879,114.9728
8663,159.9642
8547,222.6326
7665,197.6288
4144,137.4392
2014,184.9634
4413,157.4698
8568,212.6415
9975,144.9607
9380,200.1185
3306,137.4616
1235,227.475448
8527,245.14700000000002
2577,277.6513
3611,222.65
7902,222.65
6483,242.6106
7538,129.995
2995,220.1149
5285,127.475
702,240.11486800000003
9882,137.4684
3322,240.1149
4496,212.6415
3268,164.9715
1283,207.609354
1942,142.500692
3995,79.97886
8653,207.4673
5565,222.6792
8466,267.6427
2747,210.1518
1695,149.959755
4962,212.6228
2848,164.9889
6558,132.4798
5419,144.9607
5755,137.4686
612,134.950905
3261,174.9618
3523,147.4783
854,117.46859099999999
5528,137.4698
8553,235.1555
9688,149.9915
2576,162.4676
9457,152.509
7167,129.995
9409,222.6326
4650,172.4733
6091,162.4676
3161,139.9568
8661,182.4608
271,175.133074
9417,220.1185
7228,210.1563
9713,159.983
8143,212.6415
9687,182.4676
7528,222.6143
9496,167.4564
4506,167.4847
6095,179.9476
2552,222.6143
2060,222.6281
7597,172.4579
7932,162.4827
846,152.466002
7206,172.4885
8163,210.127
3111,162.4689
1147,187.484705
539,119.989722
2099,164.9785
9904,200.1323
6696,152.4952
173,204.949594
6830,147.4713
755,220.132293
2153,144.9607
7366,147.4738
6041,220.1615
8158,212.6415
6066,192.4885
2468,187.6094
2975,124.9607
2230,187.6094
3153,197.4725
5418,187.6422
1332,220.161527
2240,192.4404
587,114.96578899999999
8223,255.1417
2593,104.9643
5825,139.9349
9441,162.5119
5294,172.4742
3278,202.6362
260,242.62805699999998
3403,114.9658
6979,184.9647
8593,275.1336
9452,179.9794
1690,220.132293
4877,152.4624
6016,179.9656
1302,182.460772
2969,92.5018
2420,127.48200000000001
4512,127.5067
4062,172.4871
7234,182.49
1941,152.462354
8447,147.4564
6092,172.4742
7063,235.1591
6071,207.4974
3461,194.9768
563,147.45641899999998
1990,255.155493
9027,114.9658
5932,129.9598
3350,184.9785
4192,137.4836
9598,162.4713
5107,172.4705
6777,139.9678
6202,214.9663
1435,245.14696899999998
9051,214.9525
4657,182.4608
1731,245.128318
3640,179.9794
4168,125.0073
3082,159.9476
8703,112.4551
6023,115.0021
9208,114.9838
4678,252.6378
1158,162.471255
6724,127.4738
1352,184.97968400000002
6748,149.9378
9631,204.9496
3396,242.6143
9596,169.9378
4594,104.9643
8700,169.9447
7351,159.9476
8031,245.1457
7633,137.4698
1379,169.944668
2395,210.1051
4349,124.9781
2,159.947583
7082,217.484
1546,175.02109
6203,192.4885
4696,242.6143
6401,159.9875
3708,147.4601
4365,187.4673
1818,137.48359399999998
5446,142.4713
1425,147.442069
3888,194.9699
6387,152.4742
3924,154.9755
4930,207.6386
9738,174.9882
641,172.44043200000002
3188,182.4433
1954,114.983787
6668,149.9741
8827,160.0013
4745,230.1344
130,139.965008
447,124.960655
5922,194.9744
6094,162.4526
3410,187.4974
9668,152.4624
1949,202.649979
4623,222.6143
7381,159.9476
4881,184.9797
8471,127.4783
7651,144.9607
6914,194.9699
6985,92.5018
1851,204.97968400000002
7066,195.0062
1358,174.98820800000001
5063,117.4858
3138,222.6143
1025,172.47417
2786,132.466
7884,124.9781
7282,124.9643
1374,242.65729100000001
8011,200.1652
766,202.443347
7689,139.983
1658,162.471255
1432,262.610632
5854,149.9913
9716,169.9378
1092,182.446995
7996,119.9568
7739,162.5007
7239,159.9349
1852,159.98300600000002
4184,169.9378
6253,162.4713
2702,149.9598
8719,210.127
8790,155.0084
8298,137.4392
4684,267.6647
101,182.46760700000002
5674,125.0073
2447,262.6106
3869,275.1198
3849,139.9816
9223,132.5127
8015,212.6228
9267,197.4876
486,287.642733
5579,220.1615
183,240.11486800000003
8566,162.4713
6647,149.9928
9891,132.5127
4513,107.48200000000001
5718,187.4811
5535,140.0049
9629,119.9897
3015,174.9882
1072,107.48198899999998
2304,194.9768
5224,139.965
1084,214.952509
8878,127.4783
6458,204.9797
893,154.975543
5221,242.6143
2267,277.6513
2993,162.4653
7727,174.9618
3994,139.965
6848,137.4392
8967,152.466
8917,124.9781
8739,267.6427
7545,129.9621
3071,162.4538
4452,114.9509
610,169.967067
1573,112.455141
3463,162.4653
5751,139.983
4843,124.9607
1132,172.45785700000002
7492,144.9607
4949,112.4551
1673,194.98820800000001
39,147.47384399999999
8563,152.4624
3456,147.4564
6566,204.9496
138,255.155493
673,255.155493
2625,114.9728
2384,139.9349
2188,222.6326
3229,184.9963
9238,275.1336
606,142.471255
313,174.991856
4697,159.9349
3737,147.4601
4476,124.9781
2330,127.4738
5756,129.9483
6352,167.4564
9206,172.4733
1098,225.178625
8474,195.0062
4804,207.4811
6683,212.6415
8510,117.4858
554,127.460067
8054,114.9509
5126,149.9483
4409,152.4884
8692,182.4608
9032,162.4689
5613,165.0182
1939,159.965008
3921,139.9792
4993,245.132
1708,159.947583
6619,275.1198
8181,162.4653
6388,207.4673
8603,192.4404
2282,157.4698
9493,147.4738
4373,112.4844
2579,162.447
2592,112.4551
9761,172.4705
1752,164.97845800000002
1811,179.947583
311,172.484753
7060,177.4945
3771,194.9768
3876,147.4738
8282,240.1149
7735,102.4746
3602,265.1283
9080,172.4441
9753,149.9621
2035,152.509
553,202.636202
2732,192.4885
7722,187.6094
4042,184.967
7317,117.47200000000001
6494,177.4945
384,184.967019
5906,184.9647
1897,194.976769
8938,147.5031
8413,137.4698
4283,174.9882
2530,255.1336
2167,197.4725
7705,172.4579
4356,129.9763
9878,169.9928
4282,124.9607
3146,192.4885
7565,235.1591
995,230.105118
4335,162.4833
8584,242.6326
282,242.632554
5704,124.9781
8767,117.4392
3620,184.9853
7422,245.132
1008,172.45674499999998
3716,82.49655
8035,194.9525
181,240.11486800000003
7333,130.0064
80,187.609354
7639,127.475
8316,165.0182
4013,184.9634
5358,152.4624
9586,92.45514
1081,129.959755
6827,144.9607
3185,149.9598
2109,142.4526
4951,214.9525
6232,147.4783
1484,164.967019
1614,184.97845800000002
6335,195.0062
5064,159.965
1874,157.48359399999998
3831,197.484
4008,232.6228
2389,172.4742
7121,172.4555
4799,202.4433
4885,144.9607
2909,217.4725
2401,117.4392
5545,162.4653
50,184.97968400000002
6843,149.9378
4550,149.9447
2246,172.5034
4873,162.447
6658,149.9483
1228,162.500692
7673,270.1604
2674,195.0062
9248,117.5152
3912,154.9755
6698,220.1149
4869,149.9915
3886,204.9634
9315,149.9378
5075,149.9741
5993,104.9781
2996,152.4624
8730,245.1283
2219,225.1457
7401,215.1591
98,162.500692
8823,242.6573
8398,172.4848
3313,179.9794
4491,139.983
9215,159.9512
3200,79.97886
462,240.11486800000003
4241,149.9621
3211,144.9889
6328,187.4847
7785,192.4567
8117,162.4538
365,129.977753
2236,235.1372
7477,117.4392
1771,127.458638
3154,172.5104
87,207.638588
2945,184.9797
7007,177.6508
9252,220.1149
8505,212.6228
7086,117.4392
1151,95.019486
1452,120.003499
283,187.609354
4475,159.9476
8042,92.48801999999999
3347,184.9496
6357,204.9634
7738,157.4698
6020,194.9581
2476,182.49
3864,169.9741
5672,252.62400000000002
9565,184.967
9175,242.6143
1859,242.65729100000001
6988,114.9838
878,149.984492
5339,127.4738
9999,217.484
5782,127.4887
9187,159.9512
2066,169.9447
9265,139.983
2405,192.4404
7047,194.9699
2771,197.4702
8624,245.14700000000002
3959,172.4579
1915,232.622804
9866,230.1051
2843,220.1185
6514,114.9509
3375,182.4676
9194,287.6427
4350,215.1591
6836,149.9776
6707,245.1283
21,127.49576599999999
8019,172.4624
8082,232.6228
9953,172.4441
6844,149.9598
6812,174.9699
8453,287.6427
9049,142.4713
1555,240.11486800000003
7531,172.4624
6918,147.4421
5493,182.4608
191,220.132293
6927,182.4433
9475,210.1051
7985,92.5018
2383,147.5031
1371,204.97968400000002
5326,169.9378
7267,92.48801999999999
7618,149.989
3915,107.4806
4560,112.4844
2981,245.14700000000002
4722,124.9781
9910,139.9349
6567,242.6281
6390,222.6143
8849,154.9755
4988,230.1344
798,270.160419
8494,184.9496
2711,104.9629
570,162.500692
1062,127.511223
6264,182.497
2545,132.466
8067,240.1149
677,95.019486
3608,149.9447
7851,227.4754
3559,169.9447
8428,117.4858
9468,265.147
7716,140.0049
8268,182.4833
4889,152.4624
3093,147.4713
898,144.960655
5935,200.1185
729,222.649979
5197,252.62400000000002
6195,192.4705
5310,210.1051
8507,277.6513
2409,187.6094
8486,119.9568
7681,184.9853
1173,192.44043200000002
6694,172.4567
8541,169.9447
9443,207.6094
1007,104.962874
3576,79.97886
2113,220.1478
352,192.45674499999998
8136,152.4798
7067,197.4725
5867,210.1051
1347,127.48872800000001
1454,139.93491799999998
8376,202.65
5392,172.5034
1664,242.62805699999998
9890,149.9928
8438,190.1737
7674,210.1051
8932,255.1372
5449,225.1457
8528,147.4738
3953,142.4689
850,240.11486800000003
1284,162.468917
8310,220.1149
1415,159.951231
6563,210.127
2919,194.9699
2948,245.1457
6099,137.4616
7782,179.9794
8109,162.5299
6790,232.62400000000002
3173,222.6654
5800,112.4551
2184,159.9349
7960,200.1323
2504,162.4713
6892,139.9816
9086,230.1051
360,207.638588
3731,162.4713
4814,147.4783
5241,172.4579
7295,124.9935
8313,117.4392
810,182.460772
9881,149.9483
471,172.44408
3068,200.1323
2676,139.9678
3176,162.4833
7045,159.9476
9140,265.147
5962,162.4653
7914,159.9942
390,162.48269399999998
4366,164.9853
4535,172.4871
8122,117.4835
4532,232.62400000000002
7254,134.9801
7632,147.4893
9755,197.4876
4508,147.4421
8329,92.5018
8934,200.1465
7823,149.9483
9649,214.9525
1180,202.443347
3345,194.9663
3468,162.5005
2300,172.4555
143,139.965008
3244,137.4616
7415,177.6508
5480,182.4433
403,210.138
1938,184.963371
166,149.948316
9195,139.9979
4251,200.1323
2751,169.9447
9620,152.5022
6917,172.4871
6200,184.9496
7541,127.4601
6181,184.967
2351,197.4725
7656,192.4705
9949,277.6375
1181,172.47417
1861,127.48198899999998
7050,194.9768
3859,117.4392
179,174.975543
6119,255.1336
3134,245.14700000000002
7970,172.5104
2660,147.4421
5552,172.4579
5445,124.9781
5933,194.9581
4304,127.4421
4247,162.4653
569,172.487091
4444,167.4564
935,194.95811799999998
918,162.471255
4482,92.45514
310,114.99756399999998
6732,207.6094
4139,179.9476
7498,162.4676
8501,152.4624
1199,129.948316
5323,149.9915
3627,144.9607
4408,179.9476
4000,194.9744
2381,129.9598
7232,237.6549
2202,245.14700000000002
4358,182.4538
1569,157.48359399999998
3078,152.4742
5502,242.6281
8589,184.9785
6653,187.4974
343,207.475448
2899,169.9671
6180,222.6281
4032,130.0064
7747,184.9496
8903,204.9634
3839,112.4551
7011,225.1457
2823,149.989
6424,175.1331
9553,159.9349
4164,184.9496
5035,167.4564
2922,127.4601
9760,164.9647
3408,149.9776
9192,214.9663
2855,169.9447
3786,169.9928
5628,112.4844
9746,182.4653
9663,179.9656
3681,172.4441
4104,159.965
257,142.500692
5482,114.9728
7911,242.6143
5924,139.965
5057,127.48200000000001
9421,142.4689
9970,192.4404
6236,94.97283
8944,179.9794
4260,114.9658
5610,130.0244
317,220.11851600000003
7526,169.9378
7197,214.9663
9256,140.0013
9972,144.9889
759,124.964303
5453,169.9671
5409,207.4754
2103,127.4421
1780,287.642733
880,129.948316
6957,162.5119
6432,134.9801
8669,245.14700000000002
1652,192.44043200000002
4790,162.4538
2681,194.9663
5583,192.4404
4068,187.6094
5798,119.9568
3815,207.4754
1597,194.976769
583,204.963371
3482,187.4811
2266,235.1591
1251,152.479779
427,142.48269399999998
1707,255.141716
8464,119.9897
6337,192.4567
1624,162.493654
7004,242.6143
6723,140.0013
4105,255.1198
3942,242.6326
6206,149.9621
4884,197.4876
9347,127.4958
3454,245.1283
4649,190.1737
8191,127.4958
3874,147.4421
399,112.455141
7652,139.9678
1179,139.98157700000002
6876,214.9663
2670,119.9897
1276,159.97935800000002
6043,242.6326
2990,174.9755
687,232.64145499999998
4801,172.4705
1521,114.972827
4305,187.6094
7888,147.4564
3610,192.4885
1088,190.12704
3826,149.989
6035,157.4698
4220,149.9778
7264,207.4673
4094,112.4551
2649,179.9476
4471,149.9915
5699,117.4858
6854,159.965
7503,207.6386
1593,152.466002
7065,207.4974
9892,245.14700000000002
1489,149.937833
7641,120.0035
1201,79.978861
4359,172.4705
5094,225.1457
3324,207.4754
9426,104.9923
3833,257.6549
9670,114.9976
5630,174.9755
7138,159.965
305,137.46838799999998
9804,182.4676
8281,107.4958
1684,142.500692
7688,164.9785
1355,82.49654699999999
1629,127.474951
3162,107.4806
5522,117.4872
9860,159.965
8114,112.4551
6888,242.6281
252,210.151777
6958,202.65
674,159.98300600000002
7200,162.4833
1814,152.51044199999998
4239,137.4978
3788,117.4858
7064,192.4404
4835,207.4673
3373,127.4783
3206,174.9919
3691,182.447
3560,192.4404
8010,127.4421
8245,232.6378
3542,127.4421
7286,192.4705
8577,152.466
2503,169.9447
2748,230.1051
9758,134.9509
3273,184.9715
7635,210.1518
6890,192.4567
4984,127.4783
8690,152.4555
2499,222.6281
7805,172.4404
692,152.479779
8059,139.965
8204,222.6326
8415,162.4689
7793,152.466
6110,114.9658
4449,162.4689
2913,92.45514
1918,162.46760700000002
2235,220.1185
3096,105.01100000000001
5007,139.9568
6526,149.9778
860,149.959755
2068,172.4624
9250,169.9378
9335,152.466
7328,230.1344
3227,144.9607
9539,139.9568
1838,194.974431
3807,102.4746
9937,117.4835
96,124.97808
6185,220.1185
4944,112.4844
527,235.137219
628,197.48762
1670,175.004777
1560,157.469817
3243,147.4738
9835,107.4806
2238,159.983
6675,187.4811
490,130.00641399999998
4218,149.9621
9658,207.6094
1304,127.473844
5391,232.6415
3761,182.4676
3073,162.4526
4011,129.9483
7941,174.9768
148,262.610632
2358,172.4441
8895,245.1283
7764,104.9923
9123,187.4811
8871,222.6326
6009,220.1149
9128,232.6228
3674,112.4844
7854,197.6288
8537,137.4684
3432,142.4713
9500,172.4441
8094,265.1283
4440,192.4404
4549,182.447
8048,114.9838
146,210.138
2544,182.497
5556,112.4551
2010,162.4608
1260,142.49926299999998
4403,179.9794
6451,172.4404
6591,207.6094
2444,242.6106
8165,187.6094
2120,182.4538
7442,225.1786
6728,149.9598
9204,220.1478
1802,107.48198899999998
4397,92.5018
4438,172.4705
5131,212.6415
6637,137.4698
9569,149.9378
7949,257.6513
2863,152.4555
2754,162.4653
7790,184.9963
4495,144.9607
2102,139.9678
9122,210.127
5498,220.1185
8157,142.4993
4588,232.6415
805,242.62805699999998
1056,172.487091
7085,129.9598
6197,197.484
8721,117.47200000000001
4682,230.1344
4920,157.4836
2259,169.9447
3481,117.4858
1465,184.98529299999998
7667,197.484
36,229.993134
4171,124.9643
211,207.46728000000002
4749,107.48200000000001
2475,192.4705
4196,240.1149
601,139.93491799999998
5834,165.0182
5423,162.4713
5862,169.9928
1505,112.455141
9673,139.9816
5242,149.9447
906,220.132293
3246,214.9663
1833,159.965008
8970,115.0021
2416,127.4887
996,210.15627400000002
7209,174.9581
5156,230.1051
9935,225.1457
6186,125.0073
1711,127.511223
1916,172.462354
7574,210.1051
4853,242.6326
1884,124.97808
4887,210.127
5229,175.1331
6270,129.9915
7587,202.4433
8516,139.9512
6520,137.4392
355,114.950905
6230,137.4616
6138,154.9919
4654,242.6281
4153,147.4421
4473,142.4855
3132,147.4738
3896,142.4526
9264,204.9634
1314,172.45551899999998
5891,172.4567
9469,104.9923
820,147.442069
6699,204.9634
1907,127.458638
6302,129.9778
6015,177.6508
1883,162.48269399999998
5080,147.4421
2622,162.4982
8922,160.0122
5203,204.9797
5941,107.4958
3540,194.9699
5037,197.5169
9068,252.6378
1467,222.649979
7041,92.45514
7946,265.147
7494,174.9755
2677,159.9512
8727,137.4836
503,242.62805699999998
3563,169.9671
4502,202.6362
9797,182.4538
568,182.443347
6670,242.6326
9504,129.9926
7191,164.9889
678,134.98013899999998
4780,200.1185
7016,169.9671
8100,204.9634
1350,149.944668
5152,147.4738
4907,164.9853
7532,152.5104
1620,220.132293
9410,210.138
3136,149.9845
479,230.105118
4865,187.6094
5450,162.4538
3518,152.4579
7194,187.4847
1599,144.960655
4890,197.4725
8746,242.6435
8833,159.9875
2646,137.4686
7204,149.9913
3917,194.9992
2698,184.9797
2780,124.9935
7725,192.4705
4695,124.9643
3997,149.9621
8111,175.1331
5748,184.9785
2112,242.6143
8744,257.6549
5098,185.0077
6447,172.4579
3722,142.4689
7076,204.9496
7766,192.4885
1596,139.97923899999998
7625,117.47200000000001
9198,119.9568
9135,162.497
8315,162.5007
7983,162.4827
6498,157.4836
1052,270.160419
7975,275.1336
9240,127.4887
8590,114.9509
64,127.48872800000001
2648,182.4676
4445,159.965
9659,139.9568
3990,117.4872
534,204.96103300000001
8106,194.9882
4497,139.9875
2472,152.5022
972,235.141716
3768,142.4713
2761,217.4725
3487,127.4783
2232,172.4404
8417,192.4705
8395,207.4673
3247,137.4872
9127,179.9794
3025,149.9598
123,187.656013
5083,159.9794
3037,127.4783
3790,245.132
1679,182.446995
5977,172.4555
5585,220.1185
2470,137.4684
8060,129.9483
7599,187.6094
8104,159.9476
9907,159.965
1252,127.525
3168,187.4673
7493,167.4564
1096,157.48359399999998
5291,217.4702
4796,127.5112
3729,182.4608
4073,174.9581
6476,182.447
3603,149.9928
1306,79.978861
2675,187.4847
1682,245.128318
1120,142.49926299999998
3281,207.6094
5992,242.6573
2742,252.6378
2924,177.4876
500,92.455141
4270,182.4653
4712,162.4689
3877,129.9483
9884,129.9763
533,197.49445500000002
6246,162.497
2568,174.9768
3890,132.466
2015,172.4885
6127,147.4421
3006,255.1198
5726,139.9349
9517,230.1051
2170,200.1465
3687,137.4872
2224,182.4433
5121,124.9781
6623,240.1149
7963,157.4836
9989,114.9838
7034,220.1185
7981,107.48200000000001
